name,subtypes,address,sub_district,district,province,postal_code,country,latitude,longitude,phone,site,description,score
The Willing Hotel and Residence,Hotel,"101/66, 15 Thanon Chaeng Watthana, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8885849,100.5607688,+66 81 824 5281,https://thewillinghotel.com/,Simple rooms with flat-screens in a humble hotel featuring a rooftop terrace & a dining area.,0
Casa Residence Hotel,Hotel,99/282 ซอย เบญจมิตร ถนน แจ้งวัฒนะ ทุ่งสองห้อง หลักสี่ Bangkok 10210,ทุ่งสองห้อง,หลักสี่,Bangkok,10210,Thailand,13.8893656,100.5759618,+66 2 575 0333,http://www.casaresidencehotel.com/,"Casual hotel in a contemporary building with a cafe, plus simple rooms & breakfast.",0
RedDoorz Khunnoy Hotel,Apartment building,"36 35 Thanon Chaeng Watthana, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8928414,100.5630082,+66 87 671 7485,https://www.reddoorz.com/th-th/hotel/thailand/bangkok/lak-si/thung-song-hong/reddoorz-khunnoy-hotel/?,,0
Delight Residence,Hotel,"54/10 อาคาร 1 Chaeng Watthana 15 Alley, Lane 1, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8905192,100.5615795,+66 86 228 1515,http://www.delightresidence.com/,,0
Asawin Grand Convention Hotel,Hotel,"VHFF+PR6, 88 Vibhavadi Rangsit Rd, Talat Bang Khen, Lak Si, Bangkok 10210",Talat Bang Khen,Lak Si,Bangkok,10210,Thailand,13.8741687,100.5748662,+66 2 159 5888,http://www.asawinhotel.com/,"Premium convention hotel featuring 2 restaurants, a bar & a spa, plus an infinity pool & city views.",0
Mida Hotel Don Mueang Airport,Hotel,"99/401-486 ซ.แจ้งวัฒนะ 10, Chaeng Watthana 10 Alley, Lane 2, Thung Song Hong, Lak Si, Bangkok 10210",Thung Song Hong,Lak Si,Bangkok,10210,Thailand,13.8895169,100.5784572,+66 2 574 1648,https://www.midahoteldonmueangairport.com/,"Modern lodging with polished quarters, plus 2 refined restaurants & an outdoor pool.",0
ibis Bangkok IMPACT,Hotel,"93 Popular Road, Banmai Subdistrict, NONTHABURI, 11120",Ban Mai,NONTHABURI,Nonthaburi,11120,Thailand,13.9163038,100.5520192,+66 2 011 7777,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=9060&merchantid=seo-maps-TH-9060&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjEyNDItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Colorful rooms in a contemporary hotel featuring a 24-hour cafe/bar & an airy restaurant.,0
Louis' Tavern โรงแรมหลุยส์ แทเวิร์น,Hotel,"64 Vibhavadi Rangsit Rd, Talat Bang Khen, Lak Si, Bangkok 10210",Talat Bang Khen,Lak Si,Bangkok,10210,Thailand,13.8744721,100.5819137,+66 2 551 2191,https://www.louistavernhotel-bkk.com/,"Relaxed lodging offering free breakfast, plus a restaurant, a bar & an outdoor pool.",0
PN Home Service,Serviced apartment,"164 Chalong Krung Rd Lam Prathew, Lat Krabang, Bangkok 10520",Lam Prathew,Lat Krabang,Bangkok,10520,Thailand,13.7537417,100.7894775,+66 80 224 3939,https://www.facebook.com/PNHomeService/,,0
ทองทารีสอร์ท สุวรรณภูมิ (ลาดกระบัง 46/4),Hotel,"1888 Lat Krabang Rd, Khwaeng Lat Krabang, Khet Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7197952,100.7759116,+66 2 326 7259,,"Unfussy airport hotel with bright rooms & open-air dining, plus free Wi-Fi & shuttle service.",0
Floral Shire Resort (Suvarnabhumi Airport),Hotel,"56 Soi 42, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7172398,100.7650391,+66 87 815 8589,http://floral-shire-resort-suvarnabhumi-airport.business.site/,"Relaxed resort with a restaurant, a bar & massages, plus free breakfast & an airport shuttle.",0
The Great Residence Hotel,"Hotel, Extended stay hotel, Holiday apartment rental","1892/1-3 1892 1-3 Lat Krabang Rd, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7167316,100.7760569,+66 2 326 7206,http://www.thegreatresidence.com/,"Casual hotel featuring down-to-earth rooms & suites, plus an outdoor pool & a restaurant.",0
The Phoenix Hotel Bangkok,Hotel,"88 Ladkrabang 7 Ladkrabang Road, ซอย หมู่บ้านไทยสมุทร Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7232514,100.7537277,+66 2 737 1446,http://www.phoenixhotelbangkok.com/,"Unfussy rooms & suites in an unassuming budget hotel with a restaurant, a cafe & free breakfast.",0
Grand Pinnacle Hotel,Hotel,"1666/1 5 Lat Krabang 11 Alley, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7222995,100.7716803,+66 2 327 3879,,,0
A-PORT,Hotel,"840/1 King Kaeo Rd, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7200638,100.7399088,+66 2 181 2275,,"Pared-down rooms in a relaxed hotel with an informal restaurant, a spa & airport transportation.",0
Panini residence,"Lodge, Shopping mall","1 Lat Krabang 38 Alley, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7206944,100.7564963,+66 2 737 1212,http://www.paniniplaza.com/,,0
Golden Foyer Suvarnabhumi Airport Hotel,Hotel,"541/8 Luang-phaeng, Tub-Yao, Ladkrabang, Bangkok 10520",Tub-Yao,Ladkrabang,Bangkok,10520,Thailand,13.721523,100.7953066,+66 2 056 4255,http://www.goldenfoyerbangkok.com/,"Streamlined rooms in a straightforward airport hotel offering an outdoor pool, a bar & a restaurant.",0
Suvarnabhumi Suite Hotel,"Hotel, Hostel",1675/1 Soi Latkrabang11/13 Latkrabang Road Latkrabang Bangkok 10520,Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7229973,100.7745356,+66 2 327 4444,http://www.suvarnabhumisuite.com/,"Relaxed quarters in sleek property with dining, an outdoor pool & a spa, plus gardens.",0
Mariya Boutique Residence At Suvarnabhumi Airport,Hotel,"5, 1627/2 Chalong Krung 1 Alley, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.722013,100.7716169,+66 2 326 7854,http://www.mariyahotel.com/,Streamlined rooms in a relaxed airport hotel offering 24-hour room service & free Wi-Fi.,0
Ploykhumthong Boutique Resort,"Hotel, Resort hotel",1194/5 Soi Latkrabang 40/2 Latkrabang Road Latkrabang Bangkok 10520,Latkrabang,Latkrabang,Bangkok,10520,Thailand,13.7167152,100.7641792,+66 2 326 9682,,"Relaxed rooms & suites in an unassuming hotel with a restaurant, a pool & a free airport shuttle.",0
The Cottage Suvarnabhumi,Hotel,"888/8 Lat Krabang Rd, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.721074,100.7241615,+66 2 727 5858,http://www.thecottagebangkokairport.com/,"Unfussy airport hotel offering relaxed rooms with balconies, plus casual dining & an outdoor pool.",0
Yamyen Hostel,Hostel,"201 Lat Krabang Soi 36, Yaek 7, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7194761,100.7540213,+66 2 327 0638,http://yamyenhostel.lnwshop.com/,,0
Orchid Resort,Resort hotel,"62 ซอยลาดกระบัง 48 On Nut Rd, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7195451,100.7776511,+66 2 739 1020,,"Traditional Thai-style hotel with wood-paneled rooms & an outdoor pool, plus spa & massage services.",0
At Residence Suvarnabhumi,"Hotel, Serviced accommodation","458/4-8 Soi Lat Krabang 24/1, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7213091,100.7331762,+66 2 737 1505,http://www.atresidence.com/,"Casual airport hotel offering a restaurant, an outdoor pool & a gym, plus free parking & Wi-Fi.",0
Airport one station hometel,Hotel,"1 Rom Klao 27, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7259907,100.7471609,+66 86 602 0823,https://www.booking.com/hotel/th/airport-one-station.th.html,,0
Sinsuvarn Airport Suite Hotel,Hotel,"73, 13 Lat Krabang Rd, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7206252,100.7372818,+66 2 181 2418,http://www.sinsuvarnairportsuite.com/,"Unassuming airport hotel with a restaurant, an outdoor pool & a bar, plus a free airport shuttle.",0
panavara resort,"Hotel, Motel, Serviced apartment, Holiday apartment","25 Sukhontha Sawat 14 Alley, Lat Phrao, Bangkok 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.8233728,100.6187563,+66 93 595 2525,https://panavararesort.com/,"Relaxed rooms in a contemporary hotel offering a cafe & an indoor garden, plus free parking & Wi-Fi.",0
48Metro,Hotel,"8 Lat Phrao Wang Hin Soi 48, Khwaeng Lat Phrao, Khet Lat Phrao, Krung Thep Maha Nakhon 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.8186492,100.5929412,+66 86 755 1999,https://www.48metro.com/,Simply furnished quarters in an informal hotel featuring a fitness center & complimentary parking.,0
T3 Residence,Apartment building,"เลขที่ 8 อาคารทีทรี เรสซิเดนซ์ Nak Niwat 20 Alley, Lat Phrao, Bangkok 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.807781,100.6090737,+66 87 820 8333,http://www.facebook.com/t3residence,,0
Greenpoint Residence,Hotel,"59 19 ซอย Lat Phrao, Bangkok 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.8077826,100.6161314,+66 2 515 0069,http://www.greenpointresidence.com/,Polished rooms in a contemporary hotel featuring an airy restaurant/bar & an indoor pool.,0
Skydome Resotel,"Hotel, Hostel","ตอม่อ ที่ 74 114 Prasert-Manukitch Rd, Chorakhe Bua, Lat Phrao, Bangkok 10230",Chorakhe Bua,Lat Phrao,Bangkok,10230,Thailand,13.8390797,100.5996817,+66 2 362 8888,http://www.skydome-resotel.com/,"Laid-back quarters, some with whirlpool tubs, in a relaxed hotel featuring a rooftop bar & terrace.",0
Oun Hotel Bangkok อุ่น โฮเทล,"Hotel, Restaurant","364 ชื่อ ยโยธินพัฒนา 3 แยก 2-4 คลองจั่น Bang Kapi District, Bangkok 10240",คลองจั่น,Bang Kapi District,Bangkok,10240,Thailand,13.8144978,100.6240065,+66 2 515 1080,,,0
DB Plus 2,Serviced apartment,"บ้านเลขที่ 14 ซอยนาคนิวาส 24 ถนนนาคนิวาส ลาดพร้าว Lat Phrao, 10230",ลาดพร้าว,Lat Phrao,Bangkok,10230,Thailand,13.808886,100.610866,+66 2 530 5555,http://dbplusservice.com/,,0
Bansabai Hostel,"Hostel, Hotel","2.8 soi Nak Nivas, 53 ซอย ลาดพร้าว 71 Lat Phrao, Bangkok 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.8165315,100.6092823,+66 2 932 9200,http://www.bansabaihostel.com/,"Simple rooms, some featuring balconies, in a casual hotel with free parking & a rooftop pool.",0
The Bangkok Cha Cha Suite,"Hotel, Serviced apartment","1/620 ซ.โชคชัย 4 ซอย 27, ถ.ลาดพร้าว, ข.ลาดพร้าว กรุงเทพมหานคร, 10310 ลาดพร้าว Bangkok 10230",ลาดพร้าว,ลาดพร้าว,Bangkok,10230,Thailand,13.8064099,100.5954183,+66 2 933 3663,,"Airy apartments, some with panoramic views, in a straightforward hotel offering free Wi-Fi & a cafe.",0
Murraya Residence,Apartment building,"9 Soi 4 (Nakniwas 37) Nakniwas Road, Bangkok 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.8111668,100.6036336,+66 2 538 1400,http://www.murraya71.com/,,0
Grand Park Resort,Inn,"44 Pradit Manutham Rd, Tha Raeng, Bang Khen, Bangkok 10230",Tha Raeng,Bang Khen,Bangkok,10230,Thailand,13.843917,100.6359245,+66 99 351 6868,https://www.facebook.com/grandparkresort/,,0
BB house mini suite hotel,Hotel,"174 Lat Phrao 81 Alley, Khlong Chaokhunsing, Wang Thonglang, Bangkok 10310",Khlong Chaokhunsing,Wang Thonglang,Bangkok,10310,Thailand,13.7943112,100.6131452,+66 2 101 5688,http://www.bestbedhouse.com/site?name=BBHOUSE-MINI-SUITE,"Down-to-earth property featuring colorful rooms with free Wi-Fi & sitting areas, plus a cafe.",0
The President Hotel at Chokchai 4,Hotel,"519 Chok Chai 4 Soi 60, Khwaeng Lat Phrao, Lat Phrao, Bangkok 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.8175661,100.5961291,+66 82 449 9792,http://thepresidenthotelatchokchai4-bke.zoombookdirect.com/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=google_my_business,,0
Barefeet Naturist Resort,"Resort hotel, Massage spa, Nudist club","85 ซอย ประเสริฐมนูกิจ 29 แยก 7 Lat Phrao, Bangkok 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.8417488,100.6163118,+66 96 889 1112,http://www.barefeetnaturistresort.com/,,0
Vaccinated Staff - OYO 318 Pak D Resort,Hotel,"21 Soi Ram Intra 34, Khwaeng Lat Phrao, Khet Lat Phrao, Bangkok 10230",Lat Phrao,Lat Phrao,Bangkok,10230,Thailand,13.8396257,100.6331032,+66 2 026 1271,https://www.oyorooms.com/h/81689/?utm_source=GMB_TH&utm_medium=Organic&utm_campaign=TH_BGK055&latitude=13.8396257&longitude=100.6331032&locale=en,Low-key rooms & suites in a laid-back budget hotel featuring Wi-Fi & a simple restaurant.,0
The valen resort,Hotel,"204 ซอย ประเสริฐมนูกิจ 29 แยก 4 Chorakhe Bua, Lat Phrao, Bangkok 10230",Chorakhe Bua,Lat Phrao,Bangkok,10230,Thailand,13.8447834,100.6198579,+66 63 745 1564,,,0
RedDoorz Green Kaset Nawamin,Lodging,"43 ซอย ลาดปลาเค้า 40 ถนนลาดปลาเค้า, 43 Soi Prasert-Manukitch 17, Chorakhe Bua, Lat Phrao, Bangkok 10230",Chorakhe Bua,Lat Phrao,Bangkok,10230,Thailand,13.8417333,100.6005364,+66 2 570 1188,https://www.reddoorz.com/th-th/hotel/thailand/bangkok/lat-phrao/lat-phrao/reddoorz-green/?,,0
MY LOFT Condo,"Hotel, Inn","54 Ratchadaphisek 36 Alley, Lane 11, Chan Kasem, Chatuchak, Bangkok 10900",Chan Kasem,Chatuchak,Bangkok,10900,Thailand,13.8207633,100.5847261,+66 96 465 9946,https://www.facebook.com/%E0%B8%AB%E0%B9%89%E0%B8%AD%E0%B8%87%E0%B8%9E%E0%B8%B1%E0%B8%81%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%A3%E0%B8%B2%E0%B8%A2%E0%B9%80%E0%B8%94%E0%B8%B7%E0%B8%AD%E0%B8%99-MY-LOFT-2-480064199042973/,,0
Tara Garden,Hotel,"10510 Ramkhamhaeng 164 Yaek 2, Min Buri, Bangkok 10510",Min Buri,Min Buri,Bangkok,10510,Thailand,13.7949788,100.7087755,+66 2 917 6960,http://www.taragardenthai.com/,"Straightforward hotel offering an international restaurant, a coffee shop & free breakfast.",0
KOS Hotel Suvarnabhumi Airport,Hotel,"82 Thanon Rom Klao, Khwaeng Min Buri, Min Buri, Bangkok 10510",Min Buri,Min Buri,Bangkok,10510,Thailand,13.8036621,100.7411001,+66 61 387 1111,http://www.koshotelgroup.com/,,0
The Resort,Resort hotel,"35, 15 Rom Klao, Sansab, Min Buri, Bangkok 10510",Sansab,Min Buri,Bangkok,10510,Thailand,13.7780241,100.7535934,+66 64 978 9298,https://www.facebook.com/theresortromklao15,,0
Capital O OYO 275 Kailub,Hotel,"225/109-110 CN House, Kumklao Soi 9, Seansab Min Buri, Bangkok 10510",Saen Saep,Min Buri,Bangkok,10510,Thailand,13.7861369,100.7802185,+66 81 665 6270,,,0
Pong Pai House,Resort hotel,"14/9 ซอยบึงขวาง 3, Bung Khwang Rd, Saen Saep, Min Buri, Bangkok 10510",Saen Saep,Min Buri,Bangkok,10510,Thailand,13.7860963,100.7602552,+66 99 461 9951,http://pongpai-resort.com/,,0
OYO 644 Pong Pai House,Hotel,"14/9 Soi, Bueng Khwang 3, Bangkok 10510",Saen Saep,Min Buri,Bangkok,10510,Thailand,13.786377,100.760229,+66 2 026 1271,https://www.oyorooms.com/96642/,,0
Pongsakorn Boutique Resort,"Business center, Hostel","81, 7-8 Luang Phaeng 2 Alley, Thap Yao, Lat Krabang, Bangkok 10520",Thap Yao,Lat Krabang,Bangkok,10520,Thailand,13.7187413,100.7892147,+66 2 077 4537,http://www.pongsakornboutiqueresort.com/,"Low-key rooms in a straightforward hotel with dining, a terrace, & a garden, plus free breakfast.",0
Canalis Suvarnabhumi Airport Hotel,Hotel,"1599, 1 Lat Krabang Rd, Khwaeng Lat Krabang, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.722824,100.7749404,+66 96 941 6656,http://www.canalissuvarnabhumi.com/,"Refined property offering a restaurant, a bar & event space, plus a gym & an outdoor pool.",0
Golden Nest Hotel Suvarnabhumi,Hotel,"1585 3-4 Lat Krabang Rd, ลาดกระบัง Lat Krabang, Bangkok 10520",ลาดกระบัง,Lat Krabang,Bangkok,10520,Thailand,13.7221783,100.7692812,+66 82 717 5555,https://www.facebook.com/profile.php?id=100084362483703,,0
Avion Hotel,Hotel,"1646/99 Lat Krabang Rd, Lat Krabang, Bangkok 10520",Lat Krabang,Lat Krabang,Bangkok,10520,Thailand,13.7203846,100.7742901,+66 2 327 3737,,Simple quarters with kitchenettes in a relaxed apartment hotel with a pool & breakfast.,0
My Home พุทธมณฑลสาย4 (อพาร์ทเม้นท์&โรงแรม),"Hotel, Serviced apartment","222 หมู่5 Krathum Lom 30 Alley, Krathum Lom, Sam Phran District, Nakhon Pathom 73220",Krathum Lom,Sam Phran District,Nakhon Pathom,73220,Thailand,13.7225386,100.3330689,+66 95 792 4529,https://myhomeapartmentsai4.business.site/?utm_source=gmb&utm_medium=referral,,0
Studio 41: salaya-Sai4,Hotel,"Krathum Lom, Sam Phran District, Nakhon Pathom 73220",Krathum Lom,Sam Phran District,Nakhon Pathom,73220,Thailand,13.7296125,100.3306719,+66 87 519 5524,https://www.facebook.com/Studio-41-Salaya-Sai4-2281589055190084/,,0
Jolly Suites and Spa @Petkasem,Hotel,"113, 2 หมู่ที่ 11 Petchkasem Rd, Tambon Om Noi, Krathum Baen District, Samut Sakhon 74130",Om Noi,Krathum Baen District,Samut Sakhon,74130,Thailand,13.7036793,100.3246622,+66 2 408 7701,http://www.jollysuites.com/,Simply furnished rooms & suites in a casual property offering a Chinese restaurant & a spa.,0
แกรนด์ แสนสุข อ้อมน้อย - ห้องพัก 24 ชั่วโมง,Hotel,"148 89 Tambon Om Noi, Krathum Baen District, Samut Sakhon 74130",Om Noi,Krathum Baen District,Samut Sakhon,74130,Thailand,13.6996689,100.3151151,+66 88 168 4499,https://www.facebook.com/profile.php?id=100084816302673&sk=about,,0
SEEN บูติค อะพาร์ทเม้นท์,"Extended stay hotel, Serviced apartment","99 Phet Kasem 114, Nong Khang Phlu, Nong Khaem, Bangkok 10160",Nong Khang Phlu,Nong Khaem,Bangkok,10160,Thailand,13.7131537,100.3340979,+66 81 000 4422,https://www.renthub.in.th/seen-boutique-apartment-%E0%B8%8B%E0%B8%B5%E0%B8%99-%E0%B8%9A%E0%B8%B9%E0%B8%95%E0%B8%B4%E0%B8%81-%E0%B8%AD%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B9%80%E0%B8%A1%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C,,0
10 Park Resort,"Resort hotel, Cottage, Hotel, Shelter","บ้านเลขที่ 9 ซอยเพชรเกษม 108 Yaek 10, Nong Khang Phlu, Nong Khaem, Bangkok 10160",Nong Khang Phlu,Nong Khaem,Bangkok,10160,Thailand,13.7141177,100.3515119,+66 62 396 4888,,,0
Lavender Place,Serviced apartment,"115 8-14 ถ. เลียบคลองภาษีเจริญฝั่งใต้ Nong Khaem, Bangkok 10160",Nong Khaem,Nong Khaem,Bangkok,10160,Thailand,13.6812287,100.3570085,+66 89 981 5156,https://lavender-place.business.site/,,0
เวนีเซีย รีสอร์ท เพชรเกษมซอย 59 Venezia Hotel Thailand,"Hotel, Hostel, Inn, Motel, Resort hotel, Holiday apartment","14/1 Phet Kasem 57 Alley, Lak Song, Bang Khae, Bangkok 10160",Lak Song,Bang Khae,Bangkok,10160,Thailand,13.7073891,100.3922916,+66 89 811 4916,http://www.veneziahotel-thailand.com/,Warmly decorated rooms in a charming European-inspired hotel featuring Wi-Fi & a lounge.,0
66 Apartment,Lodging,"66 66 Phet Kasem 51 Alley, Khwaeng Bang Khae Nuea, Khet Bang Khae, Bangkok 10160",Bang Khae Nuea,Bang Khae,Bangkok,10160,Thailand,13.7044839,100.3995971,+66 91 440 5678,https://www.renthub.in.th/%E0%B8%99%E0%B8%A3%E0%B8%B4%E0%B8%99%E0%B8%97%E0%B8%A3%E0%B8%AD%E0%B8%9E%E0%B8%B2%E0%B8%A3%E0%B9%8C%E0%B8%97%E0%B9%80%E0%B8%A1%E0%B9%89%E0%B8%99%E0%B8%97%E0%B9%8C%E0%B8%99,,0
58 Ville Resort,"Resort hotel, Hostel, Inn",15/24 ซอย ร่มไทร ถนน กาญจนาภิเษก แขวงหลักสอง หลักสอง บางแค Bangkok 10160,หลักสอง,บางแค,Bangkok,10160,Thailand,13.6755552,100.3995964,+66 83 587 1155,https://www.facebook.com/58ville/,,0
Novotel Bangkok on Siam Square,Hotel,"392 44 Siam Square Soi 6, Pathum Wan, Khet Pathum Wan, Bangkok 10330",Pathum Wan,Pathum Wan,Bangkok,10330,Thailand,13.7442821,100.5347507,+66 2 209 8888,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=1031&merchantid=seo-maps-TH-1031&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNTkwODMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Warm quarters, some with balconies, in a relaxed hotel offering 3 restaurants & an outdoor pool.",0
Lub d Bangkok Siam,Hotel,"925, 9 Rama I Rd, Wang Mai, Pathum Wan, Bangkok 10330",Wang Mai,Pathum Wan,Bangkok,10330,Thailand,13.7468712,100.52869,+66 2 612 4999,https://lubd.com/destination/bangkok-siam/,"Eclectic hostel offering a cafe/bar, a terrace & a TV lounge, plus complimentary Wi-Fi.",0
S3 Siam Bangkok Hotel โรงแรม เอสทรี สยาม กรุงเทพ,Hotel,"2, 6 Kasem San 3 Alley, Wang Mai, Pathum Wan, Bangkok 10330",Wang Mai,Pathum Wan,Bangkok,10330,Thailand,13.7488932,100.5273818,+66 99 252 2991,http://www.myroomth.com/s3siam/index-en.html,,0
Renaissance Bangkok Ratchaprasong Hotel,"Hotel, Meeting planning service, Wedding venue","518, 8 Phloen Chit Rd, Khwaeng Lumphini, Khet Pathum Wan, Bangkok 10330",Lumphini,Pathum Wan,Bangkok,10330,Thailand,13.7428194,100.5417684,+66 2 125 5000,https://www.marriott.com/en-us/hotels/bkkbr-renaissance-bangkok-ratchaprasong-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,"Plush rooms & suites in a posh hotel with indoor & outdoor pools, plus a spa, bars & dining.",0
Centara Grand & Bangkok Convention Centre at centralwOrld,"Hotel, Convention center, Restaurant, Spa","999, 99 Rama I Rd, Pathum Wan, Bangkok 10330",Pathum Wan,Pathum Wan,Bangkok,10330,Thailand,13.7477183,100.5387477,+66 2 100 1234,http://www.centarahotelsresorts.com/centaragrand/cgcw/,"Upscale high-rise lodging with an outdoor pool, a tennis court & a spa, plus rooftop dining & bars.",0
ibis Bangkok Siam,Hotel,"927 Rama I Rd, Wang Mai, Pathum Wan, Bangkok 10330",Wang Mai,Pathum Wan,Bangkok,10330,Thailand,13.7468212,100.5289608,+66 2 659 2888,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=8016&merchantid=seo-maps-TH-8016&sourceid=aw-cen&utm_medium=seo+maps&utm_source=google+Maps&utm_campaign=seo+maps&y_source=1_MTUzNjI5MzYtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,"Laid-back, minimalist rooms in a contemporary hotel offering a restaurant, a terrace & a 24/7 bar.",0
Arnoma Grand Bangkok,Hotel,"99 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330",Lumphini,Pathum Wan,Bangkok,10330,Thailand,13.7465184,100.5408834,+66 2 655 5555,http://www.arnoma.com/,"Casual quarters in a high-rise hotel with a seafood restaurant, a pool, a wine bar & a gym.",0
HOUSE OF PAPA BANGKOK SIAM,Hotel,"188/44, Soi Chula 16, Wang Mai, Pathum Wan, Bangkok 10330",Wang Mai,Pathum Wan,Bangkok,10330,Thailand,13.7419343,100.5246099,+66 92 428 8264,https://hotels.cloudbeds.com/reservation/9zztFS?fbclid=IwAR3w3FHnp2jizLHPrBcYB-MGf3TI0GnG2ypHqySLmvPSblXhuEko0AY9qaA#checkin=2022-12-08&checkout=2022-12-09,"Informal hotel offering colorful rooms, some with balconies, plus a garden & complimentary Wi-Fi.",0
Asia Hotel Bangkok,Hotel,"296 Phaya Thai Rd, Khwaeng Thanon Phetchaburi, Khet Ratchathewi, Bangkok 10400",Thanon Phetchaburi,Ratchathewi,Bangkok,10400,Thailand,13.7513459,100.5310997,+66 2 217 0808,http://www.asiahotel.co.th/asia_bangkok/,"Streamlined rooms & suites in a relaxed hotel offering an outdoor pool, a lobby bar & 3 restaurants.",0
"Holiday Inn Bangkok, an IHG Hotel","Hotel, Conference center, Wedding venue","971 Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330",Lumphini,Pathum Wan,Bangkok,10330,Thailand,13.7447696,100.5419394,+66 2 656 1555,https://www.ihg.com/holidayinn/hotels/us/en/bangkok/bkkpc/hoteldetail?cm_mmc=GoogleMaps-_-HI-_-TH-_-BKKPC,"Chic quarters in a contemporary hotel with a 1920s-style bar/eatery, a restaurant & a pool.",0
Golden House,"Hotel, Bed & breakfast, Guest house, Hostel, Serviced accommodation, Youth hostel","1025/5-9 Ploenchit Road, Lumpinee, Pathum Wan, Bangkok 10330",Lumpinee,Pathum Wan,Bangkok,10330,Thailand,13.7447032,100.5429778,+66 96 894 2616,http://www.goldenhousebangkok.com/,Colorful rooms in an informal budget hotel offering a lobby lounge & complimentary Wi-Fi.,0
Reno Hotel Bangkok,Hotel,"40 Kasem San 1 Alley, Wang Mai, Pathum Wan, Bangkok 10330",Wang Mai,Pathum Wan,Bangkok,10330,Thailand,13.7473048,100.5295333,+66 2 215 0026,http://www.renohotel.co.th/,"Modest rooms & suites in an understated hotel offering a cafe, a restaurant & an outdoor pool.",0
Hansar Luxury Boutique Hotel,"Hotel, Bar, Bistro, Boutique, Breakfast restaurant, Cafe, Event venue, Spa, Thai restaurant","3, 250 Soi Mahadlek, Lumphini, Pathum Wan, Bangkok 10330",Lumphini,Pathum Wan,Bangkok,10330,Thailand,13.7402135,100.5409369,+66 2 209 1234,http://www.hansarhotels.com/hotels/bangkok,"Swanky, all-suite hotel offering breakfast, 2 restaurants, a pool & a bar with live music.",0
